main.py --seed 7

Namespace(algo='q-learning', convg=0.5, env='tokens-v0', eps_final=0.01, eps_frames=1200, eps_start=1.0, frames=30000, games=500, gamma=0.99, log_interval=1, lr=0.05, model=None, save_interval=1, seed=7)

Environments loaded

Training status loaded

U 3 | F 3 | G 1 | D 0 | EPS 0.998 | L -0.030 | R 1.000 | Avg L -0.030 | Avg R 1.000
U 23593 | F 23593 | G 7864 | D 37 | EPS 0.010 | L -612.296 | R 5539.000 | Avg L -0.061 | Avg R 0.700
U 23594 | F 23594 | G 7864 | D 37 | EPS 0.010 | L -612.296 | R 5539.000 | Avg L -0.061 | Avg R 0.700
U 23595 | F 23595 | G 7864 | D 37 | EPS 0.010 | L -612.296 | R 5539.000 | Avg L -0.061 | Avg R 0.700
U 23595 | F 23595 | G 7865 | D 37 | EPS 0.010 | L -612.034 | R 5540.000 | Avg L -0.051 | Avg R 0.710
U 23596 | F 23596 | G 7865 | D 37 | EPS 0.010 | L -612.034 | R 5540.000 | Avg L -0.051 | Avg R 0.710
U 23597 | F 23597 | G 7865 | D 37 | EPS 0.010 | L -612.034 | R 5540.000 | Avg L -0.051 | Avg R 0.710
U 23598 | F 23598 | G 7865 | D 37 | EPS 0.010 | L -612.034 | R 5540.000 | Avg L -0.051 | Avg R 0.710
U 23598 | F 23598 | G 7866 | D 37 | EPS 0.010 | L -611.590 | R 5541.000 | Avg L -0.049 | Avg R 0.710
U 23599 | F 23599 | G 7866 | D 37 | EPS 0.010 | L -611.590 | R 5541.000 | Avg L -0.049 | Avg R 0.710
U 23600 | F 23600 | G 7866 | D 37 | EPS 0.010 | L -611.590 | R 5541.000 | Avg L -0.049 | Avg R 0.710
U 23601 | F 23601 | G 7866 | D 37 | EPS 0.010 | L -611.590 | R 5541.000 | Avg L -0.049 | Avg R 0.710
U 23601 | F 23601 | G 7867 | D 37 | EPS 0.010 | L -612.319 | R 5541.000 | Avg L -0.049 | Avg R 0.710
U 23602 | F 23602 | G 7867 | D 37 | EPS 0.010 | L -612.319 | R 5541.000 | Avg L -0.049 | Avg R 0.710
U 23603 | F 23603 | G 7867 | D 37 | EPS 0.010 | L -612.319 | R 5541.000 | Avg L -0.049 | Avg R 0.710
U 23604 | F 23604 | G 7867 | D 37 | EPS 0.010 | L -612.319 | R 5541.000 | Avg L -0.049 | Avg R 0.710
U 23604 | F 23604 | G 7868 | D 37 | EPS 0.010 | L -612.066 | R 5542.000 | Avg L -0.049 | Avg R 0.710
U 23605 | F 23605 | G 7868 | D 37 | EPS 0.010 | L -612.066 | R 5542.000 | Avg L -0.049 | Avg R 0.710
U 23606 | F 23606 | G 7868 | D 37 | EPS 0.010 | L -612.066 | R 5542.000 | Avg L -0.049 | Avg R 0.710
U 23607 | F 23607 | G 7868 | D 37 | EPS 0.010 | L -612.066 | R 5542.000 | Avg L -0.049 | Avg R 0.710
U 23607 | F 23607 | G 7869 | D 37 | EPS 0.010 | L -611.815 | R 5543.000 | Avg L -0.048 | Avg R 0.710
U 23608 | F 23608 | G 7869 | D 37 | EPS 0.010 | L -611.815 | R 5543.000 | Avg L -0.048 | Avg R 0.710
U 23609 | F 23609 | G 7869 | D 37 | EPS 0.010 | L -611.815 | R 5543.000 | Avg L -0.048 | Avg R 0.710
U 23610 | F 23610 | G 7869 | D 37 | EPS 0.010 | L -611.815 | R 5543.000 | Avg L -0.048 | Avg R 0.710
U 23610 | F 23610 | G 7870 | D 37 | EPS 0.010 | L -611.566 | R 5544.000 | Avg L -0.048 | Avg R 0.710
U 23611 | F 23611 | G 7870 | D 37 | EPS 0.010 | L -611.566 | R 5544.000 | Avg L -0.048 | Avg R 0.710
U 23612 | F 23612 | G 7870 | D 37 | EPS 0.010 | L -611.566 | R 5544.000 | Avg L -0.048 | Avg R 0.710
U 23613 | F 23613 | G 7870 | D 37 | EPS 0.010 | L -611.566 | R 5544.000 | Avg L -0.048 | Avg R 0.710
U 23613 | F 23613 | G 7871 | D 37 | EPS 0.010 | L -611.317 | R 5545.000 | Avg L -0.048 | Avg R 0.710
U 23614 | F 23614 | G 7871 | D 37 | EPS 0.010 | L -611.317 | R 5545.000 | Avg L -0.048 | Avg R 0.710
U 23615 | F 23615 | G 7871 | D 37 | EPS 0.010 | L -611.317 | R 5545.000 | Avg L -0.048 | Avg R 0.710
U 23616 | F 23616 | G 7871 | D 37 | EPS 0.010 | L -611.317 | R 5545.000 | Avg L -0.048 | Avg R 0.710
U 23616 | F 23616 | G 7872 | D 37 | EPS 0.010 | L -611.060 | R 5546.000 | Avg L -0.038 | Avg R 0.720
U 23617 | F 23617 | G 7872 | D 37 | EPS 0.010 | L -611.060 | R 5546.000 | Avg L -0.038 | Avg R 0.720
U 23618 | F 23618 | G 7872 | D 37 | EPS 0.010 | L -611.060 | R 5546.000 | Avg L -0.038 | Avg R 0.720
U 23619 | F 23619 | G 7872 | D 37 | EPS 0.010 | L -611.060 | R 5546.000 | Avg L -0.038 | Avg R 0.720
U 23619 | F 23619 | G 7873 | D 37 | EPS 0.010 | L -610.811 | R 5547.000 | Avg L -0.040 | Avg R 0.720
U 23620 | F 23620 | G 7873 | D 37 | EPS 0.010 | L -610.811 | R 5547.000 | Avg L -0.040 | Avg R 0.720
U 23621 | F 23621 | G 7873 | D 37 | EPS 0.010 | L -610.811 | R 5547.000 | Avg L -0.040 | Avg R 0.720
U 23622 | F 23622 | G 7873 | D 37 | EPS 0.010 | L -610.811 | R 5547.000 | Avg L -0.040 | Avg R 0.720
U 23622 | F 23622 | G 7874 | D 37 | EPS 0.010 | L -610.558 | R 5548.000 | Avg L -0.039 | Avg R 0.720
U 23623 | F 23623 | G 7874 | D 37 | EPS 0.010 | L -610.558 | R 5548.000 | Avg L -0.039 | Avg R 0.720
U 23624 | F 23624 | G 7874 | D 37 | EPS 0.010 | L -610.558 | R 5548.000 | Avg L -0.039 | Avg R 0.720
U 23625 | F 23625 | G 7874 | D 37 | EPS 0.010 | L -610.558 | R 5548.000 | Avg L -0.039 | Avg R 0.720
U 23625 | F 23625 | G 7875 | D 37 | EPS 0.010 | L -610.306 | R 5549.000 | Avg L -0.041 | Avg R 0.720
U 23626 | F 23626 | G 7875 | D 37 | EPS 0.010 | L -610.306 | R 5549.000 | Avg L -0.041 | Avg R 0.720
U 23627 | F 23627 | G 7875 | D 37 | EPS 0.010 | L -610.306 | R 5549.000 | Avg L -0.041 | Avg R 0.720
U 23628 | F 23628 | G 7875 | D 37 | EPS 0.010 | L -610.306 | R 5549.000 | Avg L -0.041 | Avg R 0.720
U 23628 | F 23628 | G 7876 | D 37 | EPS 0.010 | L -611.036 | R 5549.000 | Avg L -0.051 | Avg R 0.710
U 23629 | F 23629 | G 7876 | D 37 | EPS 0.010 | L -611.036 | R 5549.000 | Avg L -0.051 | Avg R 0.710
U 23630 | F 23630 | G 7876 | D 37 | EPS 0.010 | L -611.036 | R 5549.000 | Avg L -0.051 | Avg R 0.710
U 23631 | F 23631 | G 7876 | D 37 | EPS 0.010 | L -611.036 | R 5549.000 | Avg L -0.051 | Avg R 0.710
U 23631 | F 23631 | G 7877 | D 37 | EPS 0.010 | L -610.779 | R 5550.000 | Avg L -0.051 | Avg R 0.710
U 23632 | F 23632 | G 7877 | D 37 | EPS 0.010 | L -610.779 | R 5550.000 | Avg L -0.051 | Avg R 0.710
U 23633 | F 23633 | G 7877 | D 37 | EPS 0.010 | L -610.779 | R 5550.000 | Avg L -0.051 | Avg R 0.710
U 23634 | F 23634 | G 7877 | D 37 | EPS 0.010 | L -610.779 | R 5550.000 | Avg L -0.051 | Avg R 0.710
U 23634 | F 23634 | G 7878 | D 37 | EPS 0.010 | L -610.481 | R 5551.000 | Avg L -0.040 | Avg R 0.720
U 23635 | F 23635 | G 7878 | D 37 | EPS 0.010 | L -610.481 | R 5551.000 | Avg L -0.040 | Avg R 0.720
U 23636 | F 23636 | G 7878 | D 37 | EPS 0.010 | L -610.481 | R 5551.000 | Avg L -0.040 | Avg R 0.720
U 23637 | F 23637 | G 7878 | D 37 | EPS 0.010 | L -610.481 | R 5551.000 | Avg L -0.040 | Avg R 0.720
U 23637 | F 23637 | G 7879 | D 37 | EPS 0.010 | L -610.222 | R 5552.000 | Avg L -0.040 | Avg R 0.720
U 23638 | F 23638 | G 7879 | D 37 | EPS 0.010 | L -610.222 | R 5552.000 | Avg L -0.040 | Avg R 0.720
U 23639 | F 23639 | G 7879 | D 37 | EPS 0.010 | L -610.222 | R 5552.000 | Avg L -0.040 | Avg R 0.720
U 23640 | F 23640 | G 7879 | D 37 | EPS 0.010 | L -610.222 | R 5552.000 | Avg L -0.040 | Avg R 0.720
U 23640 | F 23640 | G 7880 | D 37 | EPS 0.010 | L -609.959 | R 5553.000 | Avg L -0.040 | Avg R 0.720
U 23641 | F 23641 | G 7880 | D 37 | EPS 0.010 | L -609.959 | R 5553.000 | Avg L -0.040 | Avg R 0.720
U 23642 | F 23642 | G 7880 | D 37 | EPS 0.010 | L -609.959 | R 5553.000 | Avg L -0.040 | Avg R 0.720
U 23643 | F 23643 | G 7880 | D 37 | EPS 0.010 | L -609.959 | R 5553.000 | Avg L -0.040 | Avg R 0.720
U 23643 | F 23643 | G 7881 | D 37 | EPS 0.010 | L -610.684 | R 5553.000 | Avg L -0.039 | Avg R 0.720
U 23644 | F 23644 | G 7881 | D 37 | EPS 0.010 | L -610.684 | R 5553.000 | Avg L -0.039 | Avg R 0.720
U 23645 | F 23645 | G 7881 | D 37 | EPS 0.010 | L -610.684 | R 5553.000 | Avg L -0.039 | Avg R 0.720
U 23646 | F 23646 | G 7881 | D 37 | EPS 0.010 | L -610.684 | R 5553.000 | Avg L -0.039 | Avg R 0.720
U 23646 | F 23646 | G 7882 | D 37 | EPS 0.010 | L -610.418 | R 5554.000 | Avg L -0.039 | Avg R 0.720
U 23647 | F 23647 | G 7882 | D 37 | EPS 0.010 | L -610.418 | R 5554.000 | Avg L -0.039 | Avg R 0.720
U 23648 | F 23648 | G 7882 | D 37 | EPS 0.010 | L -610.418 | R 5554.000 | Avg L -0.039 | Avg R 0.720
U 23649 | F 23649 | G 7882 | D 37 | EPS 0.010 | L -610.418 | R 5554.000 | Avg L -0.039 | Avg R 0.720
U 23649 | F 23649 | G 7883 | D 37 | EPS 0.010 | L -610.156 | R 5555.000 | Avg L -0.029 | Avg R 0.730
U 23650 | F 23650 | G 7883 | D 37 | EPS 0.010 | L -610.156 | R 5555.000 | Avg L -0.029 | Avg R 0.730
U 23651 | F 23651 | G 7883 | D 37 | EPS 0.010 | L -610.156 | R 5555.000 | Avg L -0.029 | Avg R 0.730
U 23652 | F 23652 | G 7883 | D 37 | EPS 0.010 | L -610.156 | R 5555.000 | Avg L -0.029 | Avg R 0.730
U 23652 | F 23652 | G 7884 | D 37 | EPS 0.010 | L -609.897 | R 5556.000 | Avg L -0.028 | Avg R 0.730
U 23653 | F 23653 | G 7884 | D 37 | EPS 0.010 | L -609.897 | R 5556.000 | Avg L -0.028 | Avg R 0.730
U 23654 | F 23654 | G 7884 | D 37 | EPS 0.010 | L -609.897 | R 5556.000 | Avg L -0.028 | Avg R 0.730
U 23655 | F 23655 | G 7884 | D 37 | EPS 0.010 | L -609.897 | R 5556.000 | Avg L -0.028 | Avg R 0.730
U 23655 | F 23655 | G 7885 | D 37 | EPS 0.010 | L -609.643 | R 5557.000 | Avg L -0.028 | Avg R 0.730
U 23656 | F 23656 | G 7885 | D 37 | EPS 0.010 | L -609.643 | R 5557.000 | Avg L -0.028 | Avg R 0.730
U 23657 | F 23657 | G 7885 | D 37 | EPS 0.010 | L -609.643 | R 5557.000 | Avg L -0.028 | Avg R 0.730
U 23658 | F 23658 | G 7885 | D 37 | EPS 0.010 | L -609.643 | R 5557.000 | Avg L -0.028 | Avg R 0.730
U 23658 | F 23658 | G 7886 | D 37 | EPS 0.010 | L -610.372 | R 5557.000 | Avg L -0.038 | Avg R 0.720
U 23659 | F 23659 | G 7886 | D 37 | EPS 0.010 | L -610.372 | R 5557.000 | Avg L -0.038 | Avg R 0.720
U 23660 | F 23660 | G 7886 | D 37 | EPS 0.010 | L -610.372 | R 5557.000 | Avg L -0.038 | Avg R 0.720
U 23661 | F 23661 | G 7886 | D 37 | EPS 0.010 | L -610.372 | R 5557.000 | Avg L -0.038 | Avg R 0.720
U 23661 | F 23661 | G 7887 | D 37 | EPS 0.010 | L -610.110 | R 5558.000 | Avg L -0.037 | Avg R 0.720
U 23662 | F 23662 | G 7887 | D 37 | EPS 0.010 | L -610.110 | R 5558.000 | Avg L -0.037 | Avg R 0.720
U 23663 | F 23663 | G 7887 | D 37 | EPS 0.010 | L -610.110 | R 5558.000 | Avg L -0.037 | Avg R 0.720
U 23664 | F 23664 | G 7887 | D 37 | EPS 0.010 | L -610.110 | R 5558.000 | Avg L -0.037 | Avg R 0.720
U 23664 | F 23664 | G 7888 | D 37 | EPS 0.010 | L -609.844 | R 5559.000 | Avg L -0.037 | Avg R 0.720
U 23665 | F 23665 | G 7888 | D 37 | EPS 0.010 | L -609.844 | R 5559.000 | Avg L -0.037 | Avg R 0.720
U 23666 | F 23666 | G 7888 | D 37 | EPS 0.010 | L -609.844 | R 5559.000 | Avg L -0.037 | Avg R 0.720
U 23667 | F 23667 | G 7888 | D 37 | EPS 0.010 | L -609.844 | R 5559.000 | Avg L -0.037 | Avg R 0.720
U 23667 | F 23667 | G 7889 | D 37 | EPS 0.010 | L -609.583 | R 5560.000 | Avg L -0.037 | Avg R 0.720
U 23668 | F 23668 | G 7889 | D 37 | EPS 0.010 | L -609.583 | R 5560.000 | Avg L -0.037 | Avg R 0.720
U 23669 | F 23669 | G 7889 | D 37 | EPS 0.010 | L -609.583 | R 5560.000 | Avg L -0.037 | Avg R 0.720
U 23670 | F 23670 | G 7889 | D 37 | EPS 0.010 | L -609.583 | R 5560.000 | Avg L -0.037 | Avg R 0.720
U 23670 | F 23670 | G 7890 | D 37 | EPS 0.010 | L -610.307 | R 5560.000 | Avg L -0.046 | Avg R 0.710
U 23671 | F 23671 | G 7890 | D 37 | EPS 0.010 | L -610.307 | R 5560.000 | Avg L -0.046 | Avg R 0.710
U 23672 | F 23672 | G 7890 | D 37 | EPS 0.010 | L -610.307 | R 5560.000 | Avg L -0.046 | Avg R 0.710
U 23673 | F 23673 | G 7890 | D 37 | EPS 0.010 | L -610.307 | R 5560.000 | Avg L -0.046 | Avg R 0.710
U 23673 | F 23673 | G 7891 | D 37 | EPS 0.010 | L -610.048 | R 5561.000 | Avg L -0.046 | Avg R 0.710
U 23674 | F 23674 | G 7891 | D 37 | EPS 0.010 | L -610.048 | R 5561.000 | Avg L -0.046 | Avg R 0.710
U 23675 | F 23675 | G 7891 | D 37 | EPS 0.010 | L -610.048 | R 5561.000 | Avg L -0.046 | Avg R 0.710
U 23676 | F 23676 | G 7891 | D 37 | EPS 0.010 | L -610.048 | R 5561.000 | Avg L -0.046 | Avg R 0.710
U 23676 | F 23676 | G 7892 | D 37 | EPS 0.010 | L -609.785 | R 5562.000 | Avg L -0.046 | Avg R 0.710
U 23677 | F 23677 | G 7892 | D 37 | EPS 0.010 | L -609.785 | R 5562.000 | Avg L -0.046 | Avg R 0.710
U 23678 | F 23678 | G 7892 | D 37 | EPS 0.010 | L -609.785 | R 5562.000 | Avg L -0.046 | Avg R 0.710
U 23679 | F 23679 | G 7892 | D 37 | EPS 0.010 | L -609.785 | R 5562.000 | Avg L -0.046 | Avg R 0.710
U 23679 | F 23679 | G 7893 | D 37 | EPS 0.010 | L -609.529 | R 5563.000 | Avg L -0.035 | Avg R 0.720
U 23680 | F 23680 | G 7893 | D 37 | EPS 0.010 | L -609.529 | R 5563.000 | Avg L -0.035 | Avg R 0.720
U 23681 | F 23681 | G 7893 | D 37 | EPS 0.010 | L -609.529 | R 5563.000 | Avg L -0.035 | Avg R 0.720
U 23682 | F 23682 | G 7893 | D 37 | EPS 0.010 | L -609.529 | R 5563.000 | Avg L -0.035 | Avg R 0.720
U 23682 | F 23682 | G 7894 | D 37 | EPS 0.010 | L -609.272 | R 5564.000 | Avg L -0.035 | Avg R 0.720
U 23683 | F 23683 | G 7894 | D 37 | EPS 0.010 | L -609.272 | R 5564.000 | Avg L -0.035 | Avg R 0.720
U 23684 | F 23684 | G 7894 | D 37 | EPS 0.010 | L -609.272 | R 5564.000 | Avg L -0.035 | Avg R 0.720
U 23685 | F 23685 | G 7894 | D 37 | EPS 0.010 | L -609.272 | R 5564.000 | Avg L -0.035 | Avg R 0.720
U 23685 | F 23685 | G 7895 | D 37 | EPS 0.010 | L -609.012 | R 5565.000 | Avg L -0.035 | Avg R 0.720
U 23686 | F 23686 | G 7895 | D 37 | EPS 0.010 | L -609.012 | R 5565.000 | Avg L -0.035 | Avg R 0.720
U 23687 | F 23687 | G 7895 | D 37 | EPS 0.010 | L -609.012 | R 5565.000 | Avg L -0.035 | Avg R 0.720
U 23688 | F 23688 | G 7895 | D 37 | EPS 0.010 | L -609.012 | R 5565.000 | Avg L -0.035 | Avg R 0.720
U 23688 | F 23688 | G 7896 | D 37 | EPS 0.010 | L -608.753 | R 5566.000 | Avg L -0.025 | Avg R 0.730
U 23689 | F 23689 | G 7896 | D 37 | EPS 0.010 | L -608.753 | R 5566.000 | Avg L -0.025 | Avg R 0.730
U 23690 | F 23690 | G 7896 | D 37 | EPS 0.010 | L -608.753 | R 5566.000 | Avg L -0.025 | Avg R 0.730
U 23691 | F 23691 | G 7896 | D 37 | EPS 0.010 | L -608.753 | R 5566.000 | Avg L -0.025 | Avg R 0.730
U 23691 | F 23691 | G 7897 | D 37 | EPS 0.010 | L -608.490 | R 5567.000 | Avg L -0.014 | Avg R 0.740
U 23692 | F 23692 | G 7897 | D 37 | EPS 0.010 | L -608.490 | R 5567.000 | Avg L -0.014 | Avg R 0.740
U 23693 | F 23693 | G 7897 | D 37 | EPS 0.010 | L -608.490 | R 5567.000 | Avg L -0.014 | Avg R 0.740
U 23694 | F 23694 | G 7897 | D 37 | EPS 0.010 | L -608.490 | R 5567.000 | Avg L -0.014 | Avg R 0.740
U 23694 | F 23694 | G 7898 | D 37 | EPS 0.010 | L -608.220 | R 5568.000 | Avg L -0.014 | Avg R 0.740
U 23695 | F 23695 | G 7898 | D 37 | EPS 0.010 | L -608.220 | R 5568.000 | Avg L -0.014 | Avg R 0.740
U 23696 | F 23696 | G 7898 | D 37 | EPS 0.010 | L -608.220 | R 5568.000 | Avg L -0.014 | Avg R 0.740
U 23697 | F 23697 | G 7898 | D 37 | EPS 0.010 | L -608.220 | R 5568.000 | Avg L -0.014 | Avg R 0.740
U 23697 | F 23697 | G 7899 | D 37 | EPS 0.010 | L -607.953 | R 5569.000 | Avg L -0.014 | Avg R 0.740
U 23698 | F 23698 | G 7899 | D 37 | EPS 0.010 | L -607.953 | R 5569.000 | Avg L -0.014 | Avg R 0.740
U 23699 | F 23699 | G 7899 | D 37 | EPS 0.010 | L -607.953 | R 5569.000 | Avg L -0.014 | Avg R 0.740
U 23700 | F 23700 | G 7899 | D 37 | EPS 0.010 | L -607.953 | R 5569.000 | Avg L -0.014 | Avg R 0.740
U 23700 | F 23700 | G 7900 | D 37 | EPS 0.010 | L -607.680 | R 5570.000 | Avg L -0.013 | Avg R 0.740
U 23701 | F 23701 | G 7900 | D 37 | EPS 0.010 | L -607.680 | R 5570.000 | Avg L -0.013 | Avg R 0.740
U 23702 | F 23702 | G 7900 | D 37 | EPS 0.010 | L -607.680 | R 5570.000 | Avg L -0.013 | Avg R 0.740
U 23703 | F 23703 | G 7900 | D 37 | EPS 0.010 | L -607.680 | R 5570.000 | Avg L -0.013 | Avg R 0.740
U 23703 | F 23703 | G 7901 | D 37 | EPS 0.010 | L -607.415 | R 5571.000 | Avg L -0.003 | Avg R 0.750
U 23704 | F 23704 | G 7901 | D 37 | EPS 0.010 | L -607.415 | R 5571.000 | Avg L -0.003 | Avg R 0.750
U 23705 | F 23705 | G 7901 | D 37 | EPS 0.010 | L -607.415 | R 5571.000 | Avg L -0.003 | Avg R 0.750
U 23706 | F 23706 | G 7901 | D 37 | EPS 0.010 | L -607.415 | R 5571.000 | Avg L -0.003 | Avg R 0.750
U 23706 | F 23706 | G 7902 | D 37 | EPS 0.010 | L -607.147 | R 5572.000 | Avg L -0.003 | Avg R 0.750
U 23707 | F 23707 | G 7902 | D 37 | EPS 0.010 | L -607.147 | R 5572.000 | Avg L -0.003 | Avg R 0.750
U 23708 | F 23708 | G 7902 | D 37 | EPS 0.010 | L -607.147 | R 5572.000 | Avg L -0.003 | Avg R 0.750
U 23709 | F 23709 | G 7902 | D 37 | EPS 0.010 | L -607.147 | R 5572.000 | Avg L -0.003 | Avg R 0.750
U 23709 | F 23709 | G 7903 | D 37 | EPS 0.010 | L -607.870 | R 5572.000 | Avg L -0.012 | Avg R 0.740
U 23710 | F 23710 | G 7903 | D 37 | EPS 0.010 | L -607.870 | R 5572.000 | Avg L -0.012 | Avg R 0.740
U 23711 | F 23711 | G 7903 | D 37 | EPS 0.010 | L -607.870 | R 5572.000 | Avg L -0.012 | Avg R 0.740
U 23712 | F 23712 | G 7903 | D 37 | EPS 0.010 | L -607.870 | R 5572.000 | Avg L -0.012 | Avg R 0.740
U 23712 | F 23712 | G 7904 | D 37 | EPS 0.010 | L -607.600 | R 5573.000 | Avg L -0.012 | Avg R 0.740
U 23713 | F 23713 | G 7904 | D 37 | EPS 0.010 | L -607.600 | R 5573.000 | Avg L -0.012 | Avg R 0.740
U 23714 | F 23714 | G 7904 | D 37 | EPS 0.010 | L -607.600 | R 5573.000 | Avg L -0.012 | Avg R 0.740
U 23715 | F 23715 | G 7904 | D 37 | EPS 0.010 | L -607.600 | R 5573.000 | Avg L -0.012 | Avg R 0.740
U 23715 | F 23715 | G 7905 | D 37 | EPS 0.010 | L -607.335 | R 5574.000 | Avg L -0.011 | Avg R 0.740
U 23716 | F 23716 | G 7905 | D 37 | EPS 0.010 | L -607.335 | R 5574.000 | Avg L -0.011 | Avg R 0.740
U 23717 | F 23717 | G 7905 | D 37 | EPS 0.010 | L -607.335 | R 5574.000 | Avg L -0.011 | Avg R 0.740
U 23718 | F 23718 | G 7905 | D 37 | EPS 0.010 | L -607.335 | R 5574.000 | Avg L -0.011 | Avg R 0.740
U 23718 | F 23718 | G 7906 | D 37 | EPS 0.010 | L -607.072 | R 5575.000 | Avg L -0.001 | Avg R 0.750
U 23719 | F 23719 | G 7906 | D 37 | EPS 0.010 | L -607.072 | R 5575.000 | Avg L -0.001 | Avg R 0.750
U 23720 | F 23720 | G 7906 | D 37 | EPS 0.010 | L -607.072 | R 5575.000 | Avg L -0.001 | Avg R 0.750
U 23721 | F 23721 | G 7906 | D 37 | EPS 0.010 | L -607.072 | R 5575.000 | Avg L -0.001 | Avg R 0.750
U 23721 | F 23721 | G 7907 | D 37 | EPS 0.010 | L -606.963 | R 5576.000 | Avg L -0.002 | Avg R 0.750
U 23722 | F 23722 | G 7907 | D 37 | EPS 0.010 | L -606.963 | R 5576.000 | Avg L -0.002 | Avg R 0.750
U 23723 | F 23723 | G 7907 | D 37 | EPS 0.010 | L -606.963 | R 5576.000 | Avg L -0.002 | Avg R 0.750
U 23724 | F 23724 | G 7907 | D 37 | EPS 0.010 | L -606.963 | R 5576.000 | Avg L -0.002 | Avg R 0.750
U 23724 | F 23724 | G 7908 | D 37 | EPS 0.010 | L -606.698 | R 5577.000 | Avg L -0.002 | Avg R 0.750
U 23725 | F 23725 | G 7908 | D 37 | EPS 0.010 | L -606.698 | R 5577.000 | Avg L -0.002 | Avg R 0.750
U 23726 | F 23726 | G 7908 | D 37 | EPS 0.010 | L -606.698 | R 5577.000 | Avg L -0.002 | Avg R 0.750
U 23727 | F 23727 | G 7908 | D 37 | EPS 0.010 | L -606.698 | R 5577.000 | Avg L -0.002 | Avg R 0.750
U 23727 | F 23727 | G 7909 | D 37 | EPS 0.010 | L -606.430 | R 5578.000 | Avg L -0.002 | Avg R 0.750
U 23728 | F 23728 | G 7909 | D 37 | EPS 0.010 | L -606.430 | R 5578.000 | Avg L -0.002 | Avg R 0.750
U 23729 | F 23729 | G 7909 | D 37 | EPS 0.010 | L -606.430 | R 5578.000 | Avg L -0.002 | Avg R 0.750
U 23730 | F 23730 | G 7909 | D 37 | EPS 0.010 | L -606.430 | R 5578.000 | Avg L -0.002 | Avg R 0.750
U 23730 | F 23730 | G 7910 | D 37 | EPS 0.010 | L -606.160 | R 5579.000 | Avg L -0.001 | Avg R 0.750
U 23731 | F 23731 | G 7910 | D 37 | EPS 0.010 | L -606.160 | R 5579.000 | Avg L -0.001 | Avg R 0.750
U 23732 | F 23732 | G 7910 | D 37 | EPS 0.010 | L -606.160 | R 5579.000 | Avg L -0.001 | Avg R 0.750
U 23733 | F 23733 | G 7910 | D 37 | EPS 0.010 | L -606.160 | R 5579.000 | Avg L -0.001 | Avg R 0.750
U 23733 | F 23733 | G 7911 | D 37 | EPS 0.010 | L -606.879 | R 5579.000 | Avg L -0.011 | Avg R 0.740
U 23734 | F 23734 | G 7911 | D 37 | EPS 0.010 | L -606.879 | R 5579.000 | Avg L -0.011 | Avg R 0.740
U 23735 | F 23735 | G 7911 | D 37 | EPS 0.010 | L -606.879 | R 5579.000 | Avg L -0.011 | Avg R 0.740
U 23736 | F 23736 | G 7911 | D 37 | EPS 0.010 | L -606.879 | R 5579.000 | Avg L -0.011 | Avg R 0.740
U 23736 | F 23736 | G 7912 | D 37 | EPS 0.010 | L -606.614 | R 5580.000 | Avg L -0.010 | Avg R 0.740
U 23737 | F 23737 | G 7912 | D 37 | EPS 0.010 | L -606.614 | R 5580.000 | Avg L -0.010 | Avg R 0.740
U 23738 | F 23738 | G 7912 | D 37 | EPS 0.010 | L -606.614 | R 5580.000 | Avg L -0.010 | Avg R 0.740
U 23739 | F 23739 | G 7912 | D 37 | EPS 0.010 | L -606.614 | R 5580.000 | Avg L -0.010 | Avg R 0.740
U 23739 | F 23739 | G 7913 | D 37 | EPS 0.010 | L -606.348 | R 5581.000 | Avg L -0.010 | Avg R 0.740
U 23740 | F 23740 | G 7913 | D 37 | EPS 0.010 | L -606.348 | R 5581.000 | Avg L -0.010 | Avg R 0.740
U 23741 | F 23741 | G 7913 | D 37 | EPS 0.010 | L -606.348 | R 5581.000 | Avg L -0.010 | Avg R 0.740
U 23742 | F 23742 | G 7913 | D 37 | EPS 0.010 | L -606.348 | R 5581.000 | Avg L -0.010 | Avg R 0.740
U 23742 | F 23742 | G 7914 | D 37 | EPS 0.010 | L -606.077 | R 5582.000 | Avg L -0.009 | Avg R 0.740
U 23743 | F 23743 | G 7914 | D 37 | EPS 0.010 | L -606.077 | R 5582.000 | Avg L -0.009 | Avg R 0.740
U 23744 | F 23744 | G 7914 | D 37 | EPS 0.010 | L -606.077 | R 5582.000 | Avg L -0.009 | Avg R 0.740
U 23745 | F 23745 | G 7914 | D 37 | EPS 0.010 | L -606.077 | R 5582.000 | Avg L -0.009 | Avg R 0.740
U 23745 | F 23745 | G 7915 | D 37 | EPS 0.010 | L -605.813 | R 5583.000 | Avg L -0.009 | Avg R 0.740
U 23746 | F 23746 | G 7915 | D 37 | EPS 0.010 | L -605.813 | R 5583.000 | Avg L -0.009 | Avg R 0.740
U 23747 | F 23747 | G 7915 | D 37 | EPS 0.010 | L -605.813 | R 5583.000 | Avg L -0.009 | Avg R 0.740
U 23748 | F 23748 | G 7915 | D 37 | EPS 0.010 | L -605.813 | R 5583.000 | Avg L -0.009 | Avg R 0.740
U 23748 | F 23748 | G 7916 | D 37 | EPS 0.010 | L -605.544 | R 5584.000 | Avg L -0.009 | Avg R 0.740
U 23749 | F 23749 | G 7916 | D 37 | EPS 0.010 | L -605.544 | R 5584.000 | Avg L -0.009 | Avg R 0.740
